Location,Country,Category,Season,Visitors,Rating,Revenue,Accommodation_Available
Loc_9814,Australia,Cultural,Low,105428,3.74,105727,0
Loc_9815,USA,Beach,Low,154778,4.82,205467,1
Loc_9816,Italy,Historical,High,123921,3.83,135010,0
Loc_9817,Italy,Historical,High,140477,3.1,127207,1
Loc_9818,Italy,Cultural,Mid,113779,3.64,99397,0
Loc_9819,Italy,Urban,High,139970,3.75,183674,1
Loc_9820,Australia,Cultural,Low,119124,4.36,105164,0
Loc_9821,France,Urban,Low,129878,3.57,188277,1
Loc_9822,Japan,Adventure,Mid,168015,4.9,150898,1
Loc_9823,Japan,Historical,Mid,104473,2.97,93995,0
Loc_9824,Australia,Nature,High,137583,2.66,192224,1
Loc_9825,Japan,Beach,Mid,118381,3.64,163282,0
Loc_9826,USA,Adventure,Mid,141514,3.21,209552,1
Loc_9827,India,Nature,High,156040,4.19,154493,1
Loc_9828,Italy,Adventure,High,123321,4.01,105206,0
Loc_9829,India,Adventure,Mid,124104,2.72,132071,1
Loc_9830,Japan,Urban,Low,147557,3.78,159880,1
Loc_9831,Australia,Urban,High,154109,3.62,138105,1
Loc_9832,Italy,Nature,Low,138388,3.8,136759,1
Loc_9833,Australia,Cultural,Low,121224,4.43,131329,0
Loc_9834,Italy,Historical,High,167135,4.97,151186,1
Loc_9835,Japan,Nature,Mid,104391,3.11,155738,0
Loc_9836,France,Historical,Mid,98330,2.85,130708,0
Loc_9837,India,Beach,High,173833,4.68,142436,1
Loc_9838,Italy,Cultural,High,107150,2.55,147451,0
Loc_9839,Japan,Beach,Mid,107738,2.78,148098,0
Loc_9840,Italy,Adventure,Mid,96984,2.58,115835,0
Loc_9841,Australia,Historical,Mid,154377,4.21,190340,1
Loc_9842,Italy,Urban,Low,126716,4.9,128479,0
Loc_9843,France,Urban,High,143147,4.87,155050,0
Loc_9844,USA,Beach,High,121062,3.29,110024,0
Loc_9845,Australia,Nature,Mid,112278,3.58,115051,0
Loc_9846,Italy,Cultural,High,112082,2.76,145257,0
Loc_9847,USA,Beach,Mid,130191,3.34,127985,1
Loc_9848,India,Urban,Mid,167055,4.93,196615,1
Loc_9849,France,Cultural,Low,147218,4.56,126618,1
Loc_9850,India,Nature,High,159554,4.53,129861,1
Loc_9851,Japan,Adventure,Low,120427,4.77,154052,0
Loc_9852,USA,Urban,Low,120587,4.57,111696,0
Loc_9853,USA,Beach,High,147783,3.4,204650,1
Loc_9854,USA,Nature,High,138278,3.21,114341,1
Loc_9855,USA,Beach,Low,133562,3.11,142833,1
Loc_9856,USA,Historical,High,141371,3.02,192424,1
Loc_9857,India,Adventure,High,141809,3.05,170465,1
Loc_9858,Japan,Cultural,Mid,101945,3.2,139319,0
Loc_9859,India,Historical,Mid,109446,3.81,148606,0
Loc_9860,Italy,Urban,Mid,123250,2.56,110292,1
Loc_9861,India,Urban,High,149204,4.26,186051,1
Loc_9862,Japan,Historical,High,131036,2.83,118089,1
Loc_9863,Australia,Cultural,Mid,151676,4.25,182909,1
Loc_9864,India,Adventure,Low,149156,4.42,133281,1
Loc_9865,Australia,Urban,Low,149827,4.89,214560,1
Loc_9866,Italy,Beach,High,153001,3.17,192116,1
Loc_9867,India,Historical,Mid,138380,3.4,119829,1
Loc_9868,Japan,Cultural,Low,109608,3.65,159010,0
Loc_9869,Australia,Historical,High,151210,3.97,159672,1
Loc_9870,Japan,Cultural,Mid,150024,4.32,194382,1
Loc_9871,USA,Adventure,Mid,134455,2.65,194538,1
Loc_9872,Japan,Adventure,High,158666,4.65,164519,1
Loc_9873,Japan,Cultural,Mid,117484,3.55,117542,0
Loc_9874,France,Beach,High,132479,3.73,193535,0
Loc_9875,Japan,Adventure,Low,124200,3.3,143671,1
Loc_9876,India,Urban,Low,114840,4.21,115888,0
Loc_9877,France,Cultural,Mid,125800,4.24,147326,0
Loc_9878,Australia,Historical,Low,125512,3.59,158118,1
Loc_9879,India,Historical,Low,147457,4.68,145097,1
Loc_9880,Australia,Beach,Low,142414,4.1,161351,1
Loc_9881,Italy,Historical,Low,136520,3.72,145148,1
Loc_9882,India,Cultural,Low,87380,2.76,125133,0
Loc_9883,Italy,Adventure,Mid,151059,4.25,219652,1
Loc_9884,Italy,Cultural,Mid,152480,4.34,216557,1
Loc_9885,USA,Cultural,Low,140753,3.72,193055,1
Loc_9886,India,Historical,High,100248,2.77,81617,0
Loc_9887,Australia,Urban,Low,108103,3.91,108600,0
Loc_9888,Australia,Cultural,Mid,127686,2.82,181818,1
Loc_9889,Australia,Adventure,High,145198,2.86,122586,1
Loc_9890,USA,Adventure,High,157962,4.08,203956,1
Loc_9891,France,Nature,High,127974,3.39,172704,0
Loc_9892,Australia,Cultural,Mid,128821,2.75,143201,1
Loc_9893,Italy,Historical,High,162025,4.74,231218,1
Loc_9894,USA,Cultural,High,119180,2.89,99311,0
Loc_9895,India,Historical,Low,116338,4.13,171372,0
Loc_9896,Australia,Adventure,Low,128968,4.96,149719,0
Loc_9897,USA,Adventure,Mid,147986,3.06,156898,1
Loc_9898,Japan,Adventure,High,140422,2.88,174750,1
Loc_9899,India,Adventure,Low,133417,3.79,112870,1
Loc_9900,India,Cultural,High,157259,4.25,204838,1
Loc_9901,USA,Urban,Low,109259,4.31,135836,0
Loc_9902,India,Nature,Mid,127266,2.86,159881,1
Loc_9903,India,Adventure,Low,125473,2.7,161371,1
Loc_9904,India,Beach,Low,135493,3.3,130012,1
Loc_9905,Japan,Adventure,Low,124498,3.02,155049,1
Loc_9906,France,Urban,Low,113286,3.81,111074,0
Loc_9907,France,Nature,High,127258,2.92,110248,1
Loc_9908,India,Beach,Mid,132620,2.73,151987,1
Loc_9909,Australia,Historical,Low,127675,4.09,122308,1
Loc_9910,Japan,Adventure,High,137236,3.48,163658,1
Loc_9911,Australia,Adventure,High,121809,2.86,169763,0
Loc_9912,Japan,Nature,Mid,149602,3.74,156073,1
Loc_9913,USA,Beach,High,129005,3.29,170216,0
Loc_9914,Italy,Cultural,Mid,159482,4.97,182687,1
Loc_9915,France,Cultural,Low,138376,3.82,144321,1
Loc_9916,India,Nature,High,152452,3.35,211195,1
Loc_9917,France,Urban,High,125562,3.14,154411,1
Loc_9918,USA,Historical,Low,108562,3.66,116289,0
Loc_9919,USA,Adventure,High,105296,2.53,149913,0
Loc_9920,USA,Beach,Mid,133834,4.39,150347,0
Loc_9921,USA,Adventure,High,163653,4.67,198676,1
Loc_9922,Italy,Adventure,High,138105,4.56,134324,0
Loc_9923,France,Historical,Low,144531,4.59,120438,1
Loc_9924,France,Beach,Mid,150771,3.34,138458,1
Loc_9925,France,Nature,High,120071,3.25,174080,0
Loc_9926,Italy,Adventure,Low,117113,4.06,94353,0
Loc_9927,Australia,Beach,Low,139642,3.43,152241,1
Loc_9928,India,Cultural,High,135288,3.19,178498,1
Loc_9929,France,Historical,High,134562,4.78,194164,0
Loc_9930,Australia,Beach,Low,130149,3.4,116489,1
Loc_9931,France,Urban,High,107081,3.52,119656,0
Loc_9932,France,Nature,Low,118025,2.5,112966,1
Loc_9933,France,Urban,High,117343,2.88,133534,0
Loc_9934,France,Cultural,Low,155531,4.49,162775,1
Loc_9935,Japan,Cultural,Mid,123676,3.99,155080,0
Loc_9936,Australia,Cultural,Mid,131662,2.69,112916,1
Loc_9937,Japan,Cultural,High,138888,3.13,123675,1
Loc_9938,India,Historical,High,167542,4.67,150694,1
Loc_9939,Japan,Cultural,Low,108768,3.8,147614,0
Loc_9940,USA,Urban,High,126174,4.18,101538,0
Loc_9941,Australia,Historical,Low,104141,3.56,112521,0
Loc_9942,India,Beach,Low,108683,3.14,103360,0
Loc_9943,Australia,Adventure,Low,136123,3.86,145620,1
Loc_9944,Australia,Beach,High,153508,3.88,181527,1
Loc_9945,Italy,Urban,Low,125621,3.19,168641,1
Loc_9946,India,Adventure,Low,137787,3.71,124185,1
Loc_9947,India,Adventure,Low,90716,2.87,127468,0
Loc_9948,Italy,Historical,Low,101832,3.37,131148,0
Loc_9949,Italy,Nature,High,147390,4.07,212847,1
Loc_9950,USA,Nature,High,167627,4.19,151618,1
Loc_9951,France,Urban,High,147745,3.88,207150,1
Loc_9952,Italy,Beach,Low,135021,3.97,190523,1
Loc_9953,USA,Cultural,Low,109619,2.75,115549,1
Loc_9954,USA,Beach,Low,161156,4.83,148530,1
Loc_9955,India,Historical,High,155772,3.91,191237,1
Loc_9956,Australia,Nature,High,134710,2.64,115396,1
Loc_9957,Australia,Nature,Mid,132425,3.16,173857,1
Loc_9958,Italy,Adventure,Low,130792,3.13,187999,1
Loc_9959,Japan,Urban,Mid,106290,3.14,126332,0
Loc_9960,France,Historical,Mid,143203,3.53,180495,1
Loc_9961,Australia,Historical,Mid,148757,4.54,186311,1
Loc_9962,France,Nature,Mid,147929,4.28,122811,1
Loc_9963,Japan,Cultural,Mid,129618,3.02,122831,1
Loc_9964,Italy,Beach,Mid,136112,4.73,149759,0
Loc_9965,India,Nature,Mid,141378,3.17,121431,1
Loc_9966,USA,Adventure,Low,119718,4.32,166492,0
Loc_9967,India,Urban,Low,136531,4.23,201179,1
Loc_9968,Japan,Adventure,Low,123785,4.46,178685,0
Loc_9969,Australia,Nature,High,141439,2.77,181603,1
Loc_9970,France,Adventure,Mid,153440,4.0,193331,1
Loc_9971,France,Adventure,High,138139,3.06,196186,1
Loc_9972,France,Beach,Mid,160232,4.47,187537,1
Loc_9973,Japan,Historical,High,165083,4.3,230997,1
Loc_9974,Australia,Urban,High,96743,2.71,88473,0
Loc_9975,France,Cultural,Low,122255,4.63,167562,0
Loc_9976,France,Nature,Mid,123354,2.51,106481,1
Loc_9977,Australia,Adventure,High,116931,3.71,95226,0
Loc_9978,Italy,Adventure,High,170699,4.75,138132,1
Loc_9979,France,Beach,Low,119850,4.01,164167,0
Loc_9980,Japan,Beach,Low,122294,2.83,131051,1
Loc_9981,Italy,Adventure,Mid,146905,4.2,203436,1
Loc_9982,Italy,Historical,Mid,161493,4.71,226086,1
Loc_9983,Italy,Adventure,Mid,140985,3.58,158738,1
Loc_9984,Japan,Historical,Mid,125930,4.63,167373,0
Loc_9985,Japan,Historical,Low,132462,3.33,117590,1
Loc_9986,Italy,Cultural,Mid,112332,2.69,106252,0
Loc_9987,India,Beach,High,153735,3.97,134825,1
Loc_9988,USA,Nature,Low,109879,3.85,94748,0
Loc_9989,USA,Beach,High,158235,4.76,200034,1
Loc_9990,USA,Historical,Mid,144934,3.85,209805,1
Loc_9991,USA,Historical,High,115728,2.87,145528,0
Loc_9992,Australia,Beach,Mid,134426,3.48,199988,1
Loc_9993,Australia,Urban,Mid,126525,4.19,155095,0
Loc_9994,Japan,Historical,High,132458,3.03,196561,1
Loc_9995,France,Nature,Low,136981,3.58,168533,1
Loc_9996,Italy,Cultural,High,159357,4.26,143269,1
Loc_9997,Italy,Urban,High,152936,4.85,211727,1
Loc_9998,USA,Nature,Low,91870,2.72,92644,0
Loc_9999,India,Nature,High,167749,4.75,195973,1
Loc_10000,India,Beach,High,126661,3.4,158446,0
Loc_10001,Italy,Historical,High,141681,2.94,130916,1
Loc_10002,Japan,Cultural,Mid,130252,3.12,194828,1
Loc_10003,Italy,Urban,Low,119320,3.08,140641,1
Loc_10004,Italy,Nature,High,138319,3.19,170814,1
Loc_10005,France,Adventure,Low,129785,4.5,160158,0
Loc_10006,Australia,Adventure,Mid,129241,2.72,153019,1
Loc_10007,France,Urban,Low,125716,2.96,147812,1
Loc_10008,Australia,Beach,Low,147945,4.6,213320,1
Loc_10009,Italy,Nature,Mid,130052,3.2,176830,1
Loc_10010,Italy,Beach,Low,157543,4.92,154733,1
Loc_10011,Italy,Beach,Mid,168405,4.94,181492,1
Loc_10012,USA,Urban,Low,117447,2.9,175123,1
Loc_10013,India,Nature,Mid,125786,2.69,139526,1
Loc_10014,Japan,Nature,Low,94908,2.56,105637,0
Loc_10015,USA,Historical,Mid,152839,4.3,151761,1
Loc_10016,Japan,Urban,Mid,125060,4.73,131672,0
Loc_10017,Japan,Beach,Mid,134990,3.02,185222,1
Loc_10018,Italy,Urban,Mid,127559,4.36,182723,0
Loc_10019,India,Beach,Mid,139716,3.22,206979,1
Loc_10020,Australia,Cultural,Low,125321,4.8,101560,0
Loc_10021,France,Cultural,Mid,156991,4.95,159261,1
Loc_10022,France,Cultural,High,168612,4.83,181613,1
Loc_10023,Italy,Urban,Mid,120222,3.98,134372,0
Loc_10024,Japan,Beach,Mid,122728,4.02,182618,0
Loc_10025,Australia,Nature,Mid,162990,4.88,176446,1
Loc_10026,Japan,Nature,Low,126199,2.94,129578,1
Loc_10027,Japan,Adventure,Low,143390,4.0,178589,1
Loc_10028,Italy,Beach,Mid,136804,2.84,143419,1
Loc_10029,Italy,Nature,High,149642,3.64,168774,1
Loc_10030,Japan,Beach,Mid,165770,4.72,137407,1
Loc_10031,France,Historical,High,135515,4.73,188306,0
Loc_10032,Japan,Urban,Mid,137309,3.37,172845,1
Loc_10033,Australia,Adventure,Low,107556,3.59,124126,0
Loc_10034,USA,Adventure,Low,158680,4.96,170135,1
Loc_10035,India,Urban,High,154284,3.86,165648,1
Loc_10036,India,Beach,Low,142347,4.12,172482,1
Loc_10037,Australia,Urban,Mid,126470,2.6,116684,1
Loc_10038,France,Historical,High,132249,3.83,186525,0
Loc_10039,France,Adventure,Mid,115418,4.34,127702,0
Loc_10040,USA,Adventure,Low,131676,3.32,185870,1
Loc_10041,Australia,Nature,Low,125305,3.1,177971,1
Loc_10042,India,Beach,Low,125410,3.36,124280,1
Loc_10043,Japan,Urban,Low,95788,2.73,113473,0
Loc_10044,India,Cultural,Mid,113308,3.24,141078,0
Loc_10045,Australia,Beach,Low,128360,4.93,121011,0
Loc_10046,Japan,Cultural,Mid,145485,3.73,172140,1
Loc_10047,Japan,Beach,High,139263,2.93,155864,1
Loc_10048,Italy,Historical,Mid,127187,2.55,171712,1
Loc_10049,Japan,Adventure,Mid,139399,4.94,163830,0
Loc_10050,USA,Historical,High,150967,3.98,132315,1
Loc_10051,Australia,Historical,High,158637,4.43,128854,1
Loc_10052,India,Adventure,Low,141707,4.01,202569,1
Loc_10053,Australia,Cultural,Mid,107913,3.48,148474,0
Loc_10054,India,Cultural,Low,98294,2.97,105933,0
Loc_10055,Japan,Historical,Mid,156976,4.55,136110,1
Loc_10056,Australia,Adventure,High,138024,2.92,182041,1
Loc_10057,Italy,Urban,Mid,143648,3.84,151020,1
Loc_10058,India,Cultural,Low,126685,4.62,115077,0
Loc_10059,France,Nature,Low,129197,3.6,126731,1
Loc_10060,India,Urban,Low,145198,4.83,147170,1
Loc_10061,Australia,Historical,Mid,164635,4.99,161447,1
Loc_10062,France,Cultural,Low,144804,4.19,170882,1
Loc_10063,Italy,Historical,Low,150094,4.11,138410,1
Loc_10064,India,Nature,Mid,156403,4.84,139049,1
Loc_10065,Japan,Urban,Low,153117,4.88,125333,1
Loc_10066,India,Cultural,Low,147065,4.63,157377,1
Loc_10067,Japan,Adventure,Mid,144886,3.89,175555,1
Loc_10068,Japan,Urban,High,155839,4.09,132457,1
Loc_10069,Italy,Beach,Low,144518,4.45,187870,1
Loc_10070,Italy,Beach,Low,131003,4.93,187086,0
Loc_10071,India,Cultural,Mid,137223,3.05,172867,1
Loc_10072,USA,Cultural,High,159948,3.96,196607,1
Loc_10073,India,Nature,Mid,158615,5.0,231848,1
Loc_10074,Italy,Cultural,High,115725,2.9,109138,0
Loc_10075,Italy,Nature,Low,101830,3.64,119212,0
Loc_10076,France,Nature,Mid,159656,4.55,222756,1
Loc_10077,France,Urban,High,157207,4.55,215228,1
Loc_10078,France,Nature,Mid,134234,3.32,159209,1
Loc_10079,Italy,Adventure,Low,100665,3.38,94337,0
Loc_10080,Australia,Historical,High,124373,3.59,117416,0
Loc_10081,India,Nature,High,130635,4.25,150925,0
Loc_10082,USA,Historical,High,147864,3.08,123256,1
Loc_10083,Italy,Historical,Mid,159804,4.67,181132,1
Loc_10084,Italy,Historical,Low,144548,4.6,162151,1
Loc_10085,Italy,Nature,Low,126064,2.96,179186,1
Loc_10086,France,Historical,Low,122197,2.79,179776,1
Loc_10087,Australia,Cultural,High,150871,3.09,199328,1
Loc_10088,Australia,Historical,High,107103,2.58,115969,0
Loc_10089,USA,Nature,Low,125653,3.5,177491,1
Loc_10090,India,Nature,Mid,137053,3.02,132240,1
Loc_10091,USA,Historical,Mid,125332,3.19,171647,1
Loc_10092,Australia,Historical,High,153883,4.29,180129,1
Loc_10093,India,Historical,Low,103033,3.45,139075,0
Loc_10094,Japan,Nature,Mid,134749,3.11,176119,1
Loc_10095,France,Nature,High,147396,3.93,134126,1
Loc_10096,India,Historical,Low,148898,4.68,146161,1
Loc_10097,USA,Nature,Mid,134416,4.98,158230,0
Loc_10098,Italy,Urban,Low,114984,3.73,111816,0
Loc_10099,India,Nature,Low,144808,3.59,199596,1
Loc_10100,Japan,Cultural,Mid,111605,3.39,119986,0
Loc_10101,Australia,Nature,High,155820,3.76,211909,1
Loc_10102,France,Cultural,Low,125662,3.65,117067,1
Loc_10103,USA,Adventure,Mid,158582,4.26,169761,1
Loc_10104,Italy,Adventure,Low,105019,3.52,97457,0
Loc_10105,India,Beach,Low,136911,3.52,170289,1
Loc_10106,Australia,Beach,Low,141759,3.21,193813,1
Loc_10107,Australia,Historical,Low,117044,4.4,152267,0
Loc_10108,USA,Historical,High,101930,2.83,111791,0
Loc_10109,Italy,Urban,Low,106082,3.89,117855,0
Loc_10110,France,Cultural,Mid,125222,2.74,135320,1
Loc_10111,India,Historical,Mid,107614,3.1,156849,0
Loc_10112,Australia,Beach,High,153591,4.48,143030,1
Loc_10113,Australia,Nature,High,140910,2.92,117307,1
Loc_10114,Australia,Beach,Mid,130362,2.52,186369,1
Loc_10115,France,Cultural,High,141419,4.87,125105,0
Loc_10116,Italy,Cultural,Low,116408,2.53,130449,1
Loc_10117,France,Historical,Low,141397,4.01,118450,1
Loc_10118,Australia,Beach,Mid,106231,3.17,129017,0
Loc_10119,Japan,Urban,Mid,136487,3.22,122734,1
Loc_10120,India,Beach,High,118292,2.86,117623,0
Loc_10121,Japan,Cultural,Mid,150749,3.89,177264,1
Loc_10122,India,Urban,High,130218,2.61,183273,1
Loc_10123,Italy,Adventure,Low,130471,3.83,186896,1
Loc_10124,USA,Cultural,Low,136528,3.66,177869,1
Loc_10125,France,Cultural,Mid,135971,3.25,162725,1
Loc_10126,France,Urban,Mid,122391,4.23,129560,0
Loc_10127,Italy,Nature,Low,110557,4.12,115793,0
Loc_10128,Italy,Historical,High,136920,3.01,136875,1
Loc_10129,Japan,Cultural,Low,151200,4.11,194357,1
Loc_10130,Japan,Urban,Low,132141,4.92,181006,0
Loc_10131,USA,Nature,Mid,148133,3.88,129874,1
Loc_10132,France,Nature,Mid,117782,3.42,125078,0
Loc_10133,USA,Urban,Mid,129770,2.93,159824,1
Loc_10134,Australia,Beach,High,126415,3.62,127040,0
Loc_10135,Australia,Historical,Low,102841,3.61,133347,0
Loc_10136,Australia,Adventure,Low,113819,2.86,125639,1
Loc_10137,USA,Historical,Mid,159212,4.22,183744,1
Loc_10138,Italy,Beach,Mid,130311,4.59,119118,0
Loc_10139,Italy,Beach,Mid,158776,4.42,170675,1
Loc_10140,India,Beach,Mid,140287,3.56,168610,1
Loc_10141,Australia,Historical,Low,112745,3.8,164281,0
Loc_10142,Japan,Historical,High,145865,4.85,166472,0
Loc_10143,Italy,Urban,Low,99365,2.67,118862,0
Loc_10144,India,Cultural,Mid,136079,3.48,182703,1
Loc_10145,Italy,Beach,High,150767,3.88,180615,1
Loc_10146,Japan,Cultural,Low,140703,4.09,141215,1
Loc_10147,Italy,Urban,Low,123470,3.62,99589,1
Loc_10148,Japan,Urban,Low,136380,3.4,166886,1
Loc_10149,Italy,Cultural,High,141417,2.91,176052,1
Loc_10150,Australia,Adventure,High,126401,3.4,158550,0
Loc_10151,India,Cultural,Low,141832,4.34,155629,1
Loc_10152,Italy,Cultural,Low,133986,3.43,184711,1
Loc_10153,Japan,Urban,Low,148040,4.75,154354,1
Loc_10154,Italy,Cultural,Low,145574,4.43,173117,1
Loc_10155,Japan,Adventure,Mid,149589,3.99,194649,1
Loc_10156,Japan,Cultural,Low,95401,3.59,106315,0
Loc_10157,India,Beach,High,166562,4.95,214893,1
Loc_10158,France,Historical,Mid,125961,2.7,117289,1
Loc_10159,India,Urban,Mid,105566,3.12,123255,0
Loc_10160,Japan,Nature,Low,134395,3.52,129357,1
Loc_10161,USA,Cultural,Low,156151,4.83,206408,1
Loc_10162,Japan,Adventure,Mid,152522,4.61,182743,1
Loc_10163,Japan,Historical,Low,133078,3.44,111558,1
Loc_10164,USA,Beach,Low,143385,4.25,176329,1
Loc_10165,USA,Adventure,Mid,127792,4.3,114923,0
Loc_10166,Italy,Beach,Mid,157502,4.34,137495,1
Loc_10167,France,Historical,Mid,155071,4.86,183561,1
Loc_10168,Japan,Historical,High,112761,3.03,118522,0
Loc_10169,USA,Adventure,High,119687,3.24,114160,0
Loc_10170,France,Cultural,High,160637,4.29,240676,1
Loc_10171,Japan,Adventure,Mid,125701,3.21,171115,0
Loc_10172,France,Urban,High,121301,4.11,158799,0
Loc_10173,Japan,Cultural,High,118840,2.58,160240,0
Loc_10174,Japan,Beach,High,144425,3.47,134825,1
Loc_10175,France,Beach,Low,107167,3.04,100472,0
Loc_10176,USA,Historical,Low,145315,4.93,135736,1
Loc_10177,Italy,Urban,Mid,132958,4.78,123613,0
Loc_10178,Japan,Cultural,Low,128836,3.35,172256,1
Loc_10179,Australia,Beach,Low,126673,3.2,101641,1
Loc_10180,India,Nature,Low,127660,4.67,108295,0
Loc_10181,Japan,Nature,High,159351,4.75,138759,1
Loc_10182,Australia,Urban,Mid,151393,3.88,201392,1
Loc_10183,USA,Nature,High,139711,3.23,120674,1
Loc_10184,Japan,Beach,High,125289,3.14,173816,0
Loc_10185,Italy,Cultural,High,154396,4.01,136022,1
Loc_10186,Australia,Urban,Mid,109910,2.62,127630,0
Loc_10187,India,Historical,High,127553,4.02,150622,0
Loc_10188,Australia,Adventure,High,155684,4.3,142764,1
Loc_10189,Italy,Cultural,High,162479,4.16,240783,1
Loc_10190,France,Nature,High,133691,3.1,115767,1
Loc_10191,France,Cultural,Mid,136396,3.62,189646,1
Loc_10192,Australia,Urban,Mid,147458,4.77,131698,1
Loc_10193,Australia,Adventure,Low,109145,3.17,144834,0
Loc_10194,Italy,Beach,Mid,137924,3.19,139425,1
Loc_10195,India,Adventure,Mid,117929,2.93,138996,0
Loc_10196,France,Adventure,High,149075,3.68,128766,1
Loc_10197,USA,Cultural,Low,128896,3.27,128454,1
Loc_10198,India,Beach,High,117591,3.23,105940,0
Loc_10199,Japan,Historical,Mid,162265,4.66,199111,1
Loc_10200,USA,Adventure,High,118043,2.51,102118,0
Loc_10201,Italy,Cultural,Low,123806,4.24,178841,0
Loc_10202,USA,Adventure,High,151052,3.87,140820,1
Loc_10203,India,Nature,Mid,153061,4.02,133820,1
Loc_10204,Italy,Urban,High,135831,4.86,132518,0
Loc_10205,Australia,Beach,Low,100663,3.24,113670,0
Loc_10206,India,Adventure,Low,141205,3.7,120302,1
Loc_10207,France,Cultural,High,158145,4.48,141430,1
Loc_10208,Australia,Beach,Mid,161561,4.79,157301,1
Loc_10209,Japan,Urban,Low,136350,3.77,159812,1
Loc_10210,France,Adventure,High,131134,3.91,178134,0
Loc_10211,Italy,Historical,Mid,116332,3.16,143767,0
Loc_10212,Australia,Beach,Low,141405,4.02,117444,1
Loc_10213,USA,Nature,Low,106356,3.7,125854,0
Loc_10214,Australia,Adventure,Low,157899,4.92,166121,1
Loc_10215,India,Beach,Mid,151820,4.7,186830,1
Loc_10216,Italy,Nature,Mid,150196,4.47,133084,1
Loc_10217,USA,Historical,Low,141632,3.82,174661,1
Loc_10218,USA,Nature,Low,110948,3.89,92795,0
Loc_10219,Japan,Urban,Low,100170,3.12,129009,0
Loc_10220,France,Cultural,Mid,162571,4.73,148909,1
Loc_10221,Australia,Adventure,High,157114,3.81,169792,1
Loc_10222,France,Nature,Mid,114735,3.42,136385,0
Loc_10223,Japan,Nature,Mid,145949,3.8,199267,1
Loc_10224,Japan,Cultural,High,115011,3.47,165305,0
Loc_10225,France,Urban,Low,128702,3.69,135980,1
Loc_10226,USA,Cultural,High,144363,3.45,195157,1
Loc_10227,Italy,Cultural,Mid,107904,2.63,90788,0
Loc_10228,Japan,Nature,Mid,140466,3.81,171550,1
Loc_10229,Australia,Urban,Mid,116654,3.44,130283,0
Loc_10230,Australia,Cultural,High,160621,4.41,217604,1
Loc_10231,India,Beach,Mid,107882,2.98,119577,0
Loc_10232,France,Nature,Mid,136539,3.75,203133,1
Loc_10233,France,Cultural,High,134834,3.41,127384,1
Loc_10234,USA,Beach,Low,98795,2.6,84180,0
Loc_10235,Italy,Cultural,High,154208,3.66,199576,1
Loc_10236,India,Adventure,Low,112120,3.39,125263,0
Loc_10237,Australia,Nature,Mid,162483,4.46,149392,1
Loc_10238,USA,Nature,Low,142106,4.75,208887,1
Loc_10239,France,Urban,Low,99822,3.36,138954,0
Loc_10240,France,Adventure,Mid,135330,4.8,146676,0
Loc_10241,USA,Cultural,High,131778,4.2,126714,0
Loc_10242,India,Urban,High,129629,3.73,133976,0
Loc_10243,Italy,Nature,High,160232,4.62,204418,1
Loc_10244,Italy,Historical,High,120923,3.89,148728,0
Loc_10245,Japan,Nature,High,108172,2.83,136180,0
Loc_10246,India,Nature,High,111748,2.81,157596,0
Loc_10247,USA,Cultural,Mid,132021,4.87,187869,0
Loc_10248,Japan,Urban,Low,108298,3.68,143483,0
Loc_10249,Japan,Beach,Low,102149,2.94,143071,0
Loc_10250,Australia,Nature,Low,130836,3.15,126070,1
Loc_10251,Italy,Cultural,High,120821,3.12,133701,0
Loc_10252,Italy,Urban,Mid,109201,3.77,100270,0
Loc_10253,France,Adventure,High,150737,3.73,207816,1
Loc_10254,Australia,Nature,Mid,126977,2.55,186604,1
Loc_10255,Japan,Adventure,Mid,101616,2.62,132584,0
Loc_10256,Japan,Historical,Low,148419,4.71,182866,1
Loc_10257,USA,Cultural,High,163192,4.75,186022,1
Loc_10258,Japan,Historical,High,120100,3.5,135530,0
Loc_10259,Japan,Historical,Low,133905,3.52,154002,1
Loc_10260,France,Urban,Low,136993,4.34,117584,1
Loc_10261,India,Urban,Low,108537,3.13,102534,0
Loc_10262,Japan,Adventure,Mid,125612,4.16,122999,0
Loc_10263,Italy,Historical,Mid,134759,3.08,172677,1
Loc_10264,France,Beach,Low,92177,2.83,133884,0
Loc_10265,USA,Nature,Low,120277,4.33,135655,0
Loc_10266,USA,Adventure,High,146930,3.34,179835,1
Loc_10267,Italy,Cultural,Mid,121362,2.65,152747,1
Loc_10268,India,Historical,High,121547,3.72,143671,0
Loc_10269,Italy,Nature,Low,127310,4.9,153560,0
Loc_10270,Japan,Historical,High,124535,4.62,152417,0
Loc_10271,France,Adventure,High,109318,2.9,163945,0
Loc_10272,Italy,Historical,Low,124157,3.46,184916,1
Loc_10273,France,Nature,High,168154,4.72,212451,1
Loc_10274,Australia,Beach,Mid,128246,3.1,128801,1
Loc_10275,Japan,Cultural,Mid,140972,3.52,192654,1
Loc_10276,Australia,Historical,Low,121364,2.86,158848,1
Loc_10277,France,Nature,High,122712,3.5,174675,0
Loc_10278,Japan,Cultural,High,121418,2.85,152561,0
Loc_10279,France,Historical,High,124302,4.17,180491,0
Loc_10280,Australia,Adventure,Mid,145369,3.99,208463,1
Loc_10281,Australia,Historical,Low,117206,3.02,172726,1
Loc_10282,India,Historical,Mid,153509,4.86,154574,1
Loc_10283,USA,Cultural,Low,125426,2.6,133694,1
Loc_10284,USA,Beach,Low,111256,3.68,162431,0
Loc_10285,Japan,Urban,Low,122481,4.85,124285,0
